path,label,speaker,domain
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/229.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/230.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/231.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/232.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/233.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/234.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/235.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/236.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/237.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/238.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/239.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/240.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/241.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/242.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/243.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/244.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/245.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/246.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/247.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/248.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/249.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/angry/250.wav,angry,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/201.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/202.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/203.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/204.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/205.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/206.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/207.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/208.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/209.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/210.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/211.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/212.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/213.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/214.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/215.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/216.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/217.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/218.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/219.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/220.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/221.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/222.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/223.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/224.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/225.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/226.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/227.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/228.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/229.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/230.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/231.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/232.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/233.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/234.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/235.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/236.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/237.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/238.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/239.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/240.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/241.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/242.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/243.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/244.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/245.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/246.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/247.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/248.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/249.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/fear/250.wav,fear,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/201.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/202.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/203.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/204.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/205.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/206.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/207.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/208.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/209.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/210.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/211.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/212.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/213.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/214.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/215.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/216.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/217.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/218.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/219.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/220.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/221.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/222.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/223.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/224.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/225.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/226.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/227.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/228.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/229.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/230.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/231.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/232.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/233.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/234.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/235.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/236.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/237.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/238.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/239.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/240.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/241.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/242.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/243.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/244.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/245.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/246.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/247.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/248.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/249.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/happy/250.wav,happy,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/201.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/202.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/203.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/204.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/205.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/206.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/207.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/208.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/209.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/210.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/211.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/212.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/213.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/214.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/215.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/216.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/217.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/218.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/219.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/220.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/221.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/222.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/223.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/224.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/225.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/226.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/227.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/228.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/229.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/230.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/231.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/232.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/233.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/234.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/235.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/236.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/237.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/238.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/239.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/240.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/241.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/242.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/243.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/244.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/245.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/246.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/247.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/248.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/249.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/neutral/250.wav,neutral,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/201.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/202.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/203.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/204.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/205.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/206.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/207.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/208.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/209.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/210.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/211.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/212.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/213.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/214.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/215.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/216.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/217.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/218.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/219.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/220.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/221.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/222.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/223.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/224.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/225.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/226.wav,sad,ZhaoZuoxiang,0
CASIA/CASIA中文语音情感识别/CASIA database/ZhaoZuoxiang/sad/227.wav,sad,ZhaoZuoxiang,0
